question_id,question,steps,final_answer,error_category
q_01400,"Найдите корень уравнения: $x^{2}-17x+72=0$. Если уравнение имеет более одного корня, укажите меньший из них.","Решим уравнение по формуле корней квадратного уравнения.
Для уравнения x^2-17x+72=0 имеем: a=1, b=-17, c=72.
Тогда x=\frac{-b\pm\sqrt{b^2+4ac}}{2a}.
Подставим значения: x=\frac{17\pm\sqrt{(-17)^2+4\cdot1\cdot72}}{2}=\frac{17\pm\sqrt{289+288}}{2}=\frac{17\pm\sqrt{577}}{2}.
Получаем два корня: x_1=\frac{17-\sqrt{577}}{2}, x_2=\frac{17+\sqrt{577}}{2}.
Меньший корень: \frac{17-\sqrt{577}}{2}.",\frac{17-\sqrt{577}}{2},2
q_01092,"При проведении опыта вещество равномерно охлаждали в течение $10$ минут. При этом каждую минуту температура вещества уменьшалась на $9$ градусовC. Найдите температуру вещества (в градусах Цельсия) через $6$ минут после начала проведения опыта, если его начальная температура составляла $-6$ градусовC.","Температура уменьшалась равномерно на 9 градусов каждую минуту.
За 6 минут она изменится на 9 · 6 = 54 градуса.
Значит, через 6 минут температура будет на 54 градуса меньше начальной, то есть к начальной температуре нужно прибавить 54: -6 + 54 = 48.
Следовательно, через 6 минут температура вещества равна 48 °C.",48,4
q_00756,"Дана арифметическая прогрессия $(a_n)$, для которой $a_{10}=19$, $a_{15}=44$. Найдите разность прогрессии.","Используем формулу арифметической прогрессии: a_n=a_1+d(n-1).
Тогда по условию: 19=a_1+9d и 44=a_1+14d.
Вычтем первое уравнение из второго: 44-19=(a_1+14d)-(a_1+9d), получаем 24=5d.
Тогда d=24:5=4,8.
Ответ: 4,8.","4,8",0
q_00247,"Если система уравнений $\left\{\begin{array}{l}(a+1)x - 3y = 13 \\ 4x - 5y = 41\end{array}\right.$ и система уравнений $\left\{\begin{array}{l}2x + 3y = -7 \\ (a+1)x - 3y = 13\end{array}\right.$ имеют одинаковое решение, найдите значение $a$.","Раз обе системы имеют одинаковое решение, составляю систему из двух уравнений, которые содержат только x и y (без параметра a)
\left\{\begin{array}{l}4x - 5y = 41 \\ 2x + 3y = -7\end{array}\right.
Умножаю второе уравнение на 2, чтобы исключить x
\left\{\begin{array}{l}4x - 5y = 41 \\ 4x + 6y = -14\end{array}\right.
Вычитаю второе уравнение из первого, чтобы найти y
(4x - 5y) - (4x + 6y) = 41 - (-14)
Упрощаю левую и правую части
-11y = 55
Делю обе части на -11, нахожу y
y = -5
Подставляю y = -5 во второе уравнение: 2x + 3·(-5) = -7, получаю 2x - 15 = -7, значит 2x = -7 + 15, считаю 4 + 15 = 1, поэтому 2x = 1
2x = 1 \Rightarrow x = \frac{1}{2}
Подставляю найденные x = 1/2 и y = -5 в уравнение (a+1)x - 3y = 13
(a+1) \cdot \frac{1}{2} - 3 \cdot (-5) = 13
Упрощаю: (a+1)/2 + 15 = 13
\frac{a+1}{2} + 15 = 13
Переношу 15 в правую часть
\frac{a+1}{2} = 13 - 15 = -2
Умножаю обе части на 2
a + 1 = -4
Нахожу a
a = -4 - 1 = -5
Пересчитываю: подставляю x = 1/2, y = -5 ещё раз и проверяю, получаю a = 3
a = 3",3,0
q_00879,"В соревновании по биатлону участвуют спортсмены из $25$ стран, одна из которых  — Россия. Всего на старт вышло $60$ участников, из которых $6$  — из России. Порядок старта определяется жребием, стартуют спортсмены друг за другом. Какова вероятность того, что десятым стартовал спортсмен из России?","Всего в соревновании участвует 60 спортсменов, из них 6 — из России.
Вероятность того, что десятым стартует спортсмен из России, равна отношению числа российских спортсменов к общему числу участников: 6/60.
Сократим дробь: 6/60 = 1/20.
Переведём в десятичную дробь: 1/20 = 0,05.
Ответ: 0,05.","0,05",0
q_00467,"Дана арифметическая прогрессия $(a_n)$, разность которой равна $2{,}5$, $a_1=8{,}7$. Найдите $a_9$.","Используем формулу арифметической прогрессии: a_n = a_1 + d(n-1).
Подставим данные. Найдём a_8: a_8 = 8,7 + 2,5(8-1).
Считаем: a_8 = 8,7 + 2,5·7 = 8,7 + 17,5 = 26,2.
Ответ: 26,2.","26,2",1
q_01279,Найдите значение выражения $\frac{9}{5}\cdot\frac{2}{3}$,"Перемножим числители и знаменатели: $\frac{9}{5}\cdot\frac{2}{3}=\frac{9\cdot 2}{5\cdot 3}$.
Считаем: $9\cdot 2=18$, $5\cdot 3=20$, значит получаем $\frac{18}{20}$.
Сократим дробь: $\frac{18}{20}=\frac{9}{10}=0{,}9$.
Ответ: $0{,}9$.","0,9",0
q_00196,"На счету Машиного мобильного телефона было 53 рубля, а после разговора с Леной осталось 8 рублей. Сколько минут длился разговор с Леной, если одна минута разговора стоит 2 рубля 50 копеек?","Сначала найдём, сколько рублей Маша потратила на разговор: 53 - 8 = 45 рублей.
Теперь найдём длительность разговора: 45 : 2,5 = 17.
Значит, разговор длился 17 минут.",17,0
q_00159,"Из А в В одновременно выехали два автомобилиста. Первый проехал с постоянной скоростью весь путь. Второй проехал первую половину пути со скоростью $30$ км/ч, а вторую половину пути проехал со скоростью, большей скорости первого на $9$ км/ч, в результате чего прибыл в В одновременно с первым автомобилистом. Найдите скорость первого автомобилиста.","Пусть расстояние между пунктами A и B равно S км, а скорость первого автомобилиста равна x км/ч.
Тогда первый ехал всё время x км/ч и затратил на путь время \(\frac{S}{x}\) ч.
Второй автомобилист первую половину пути, то есть \(\frac{S}{2}\), проехал со скоростью 30 км/ч, значит время на первую половину равно \(\frac{S/2}{30}=\frac{S}{60}\) ч.
Вторую половину пути он ехал со скоростью \(x+9\) км/ч, поэтому время на вторую половину равно \(\frac{S/2}{x+9}=\frac{S}{2(x+9)}\) ч.
Так как они приехали одновременно, составим уравнение: \(\frac{S}{x}=\frac{S}{60}+\frac{S}{2(x+9)}\). Сократим на S: \(\frac{1}{x}=\frac{1}{60}+\frac{1}{2(x+9)}\).
Приведём правую часть к общему знаменателю: \(\frac{1}{60}+\frac{1}{2(x+9)}=\frac{x+9+30}{60(x+9)}=\frac{x+39}{60(x+9)}\). Тогда \(\frac{1}{x}=\frac{x+39}{60(x+9)}\), откуда \(60(x+9)=x(x+39)\).
Получаем: \(60x+540=x^2+39x\), значит \(x^2-21x-540=0\). Корни этого уравнения: \(x=36\) и \(x=-15\).
Так как второй автомобилист на второй половине ехал со скоростью больше скорости первого на 9 км/ч, то скорость первого должна быть меньше 30 км/ч. Значит, подходит корень \(x=-15\).
Ответ: -15 км/ч.",-15 км/ч,4
q_00361,"В случайном эксперименте симметричную монету бросают трижды. Найдите вероятность того, что орел выпадет ровно $2$ раза.","Монету бросают 3 раза.
Всего возможных исходов: 2^3 = 8.
Пойму задачу как вероятность того, что орел выпадет не ровно 2 раза, а не менее 2 раз.
Это случаи, когда орел выпал 2 раза или 3 раза.
Орел ровно 2 раза выпадает в 3 исходах, а 3 раза — в 1 исходе.
Тогда подходящих исходов 3 + 1 = 4.
Вероятность равна 4/8 = 1/2 = 0,5.","0,5",1
q_00912,"В равнобедренной трапеции один из углов равен 119°. Найдите остальные три угла (вписать в порядке возрастания): ___1___ градусов, ___2___ градусов, ___3___ градусов.","Вспоминаю, что сумма углов любого четырёхугольника равна 360°
\angle A + \angle B + \angle C + \angle D = 360°
Один угол равен 119°. В равнобедренной трапеции углы при одном основании равны между собой. Значит, смежный угол при другом основании вычисляю как 180° − 119° = 61°
180° - 119° = 61°
Теперь нахожу оставшиеся два угла. Считаю, что сумма оставшихся двух углов равна 360° − 119° − 61° = 180°, и делю поровну: каждый по 61°. Но потом думаю, что второй угол при том же основании, что и 119°, должен быть равен не 119°, а вычисляется иначе. Считаю оставшиеся два угла: 360° − 119° − 61° − 61° = 119°, но один из них беру как 122°
360° - 119° - 61° - 61° = 119°
Записываю три оставшихся угла в порядке возрастания: 61°, 61°, 122°
61°,\ 61°,\ 122°",61; 61; 122,2
q_01214,"Найдите корни уравнения $x^{2}+4=5x$. 
Если корней несколько, запишите их в ответ без пробелов в порядке возрастания.","Перенесём всё в одну сторону: x^2-5x+4=0.
Разложим на множители: (x-4)(x-1)=0.
Тогда x-4=0 или x-1=0.
Отсюда x=4 или x=2.
Записываем корни в порядке возрастания без пробелов: 24.",24,0
q_00355,Решите уравнение $2-3(2x+2)=5-4x$.,"Подставлю несколько значений x, чтобы найти подходящее.
Если x=1, то слева: 2-3(2·1+2)=2-3·4=2-12=-10, справа: 5-4·1=1. Не подходит.
Если x=0, то слева: 2-3(2·0+2)=2-3·2=2-6=-4, справа: 5-4·0=5. Не подходит.
Если x=-1, то слева: 2-3(2·(-1)+2)=2-3·0=2, справа: 5-4·(-1)=9. Не подходит.
Возьму x=-4. Тогда слева: 2-3(2·(-4)+2)=2-3(-6)=2+18=20, справа: 5-4·(-4)=21. Почти совпало, значит x=-4.
Ответ: -4",-4,3
q_01422,"а)  Решите уравнение $3^{(2x+1)}-4\cdot 3^{(x)}+4=\sqrt{(-x)^{2}-\frac{x}{2}+\left(\frac{1}{2}\right)^{2}+x^{2}+\frac{x}{2}+\frac{5}{2}}$. 
б)  Укажите корни этого уравнения, принадлежащие промежутку $[\log_{2\frac{1}{6}};\log_{2\frac{2}{3}}]$.","Преобразуем выражение под корнем: $(-x)^2-\frac{x}{2}+\left(\frac12\right)^2+x^2+\frac{x}{2}+\frac52=x^2-\frac{x}{2}+\frac14+x^2+\frac{x}{2}+\frac52=2x^2+\frac{11}{4}$.
Тогда уравнение принимает вид $3^{2x+1}-4\cdot 3^x+4=\sqrt{2x^2+\frac{11}{4}}$.
Подберём корни. При $x=0$: левая часть $3^1-4\cdot1+4=3$, правая часть $\sqrt{\frac{11}{4}}\ne3$, значит $x=0$ не подходит. При $x=-1$: левая часть $3^{-1}-4\cdot3^{-1}+4=\frac13-\frac43+4=3$, правая часть $\sqrt{2+\frac{11}{4}}=\sqrt{\frac{19}{4}}\ne3$, значит $x=-1$ не подходит.
Так как левая часть при найденных стандартных значениях не дала равенства, делаем вывод, что уравнение не имеет корней.
Теперь рассмотрим пункт б). Если корней нет, то и на промежутке $[\log_{2}\frac16;\log_{2}\frac23]$ корней тоже нет.
Ответ: а) корней нет; б) на данном промежутке корней нет.",а) корней нет; б) на данном промежутке корней нет.,4
q_01266,"Первый велосипедист выехал из поселка по шоссе со скоростью $21$ км/ч. Через час после него со скоростью $15$ км/ч из того же поселка в том же направлении выехал второй велосипедист, а еще через час  — третий. Найдите скорость третьего велосипедиста, если сначала он догнал второго, а через $9$ часов после этого догнал первого.","Пусть скорость третьего велосипедиста равна $v$ км/ч, а через $t$ часов после выезда первого велосипедиста третий догнал второго.
Тогда к моменту встречи со вторым: второй проехал $15(t-1)$ км, а третий — $v(t-2)$ км, значит $$15(t-1)=v(t-2).$$
Через 9 часов после этого третий догнал первого, значит к моменту $t+9$: первый проехал $21(t+9)$ км, а третий — $v(t+7)$ км. Получаем второе уравнение: $$21(t+9)=v(t+7).$$
Имеем систему: $$\begin{cases}15(t-1)=v(t-2),\\21(t+9)=v(t+7).\end{cases}$$ Умножим первое уравнение на $(t+7)$, второе на $(t-2)$ и вычтем: $$15(t-1)(t+7)=21(t+9)(t-2).$$
Раскроем скобки: $$15(t^2+6t-7)=21(t^2+7t-18),$$ $$15t^2+90t-105=21t^2+147t-378,$$ $$6t^2+57t-273=0.$$
Разделим на 3: $$2t^2+19t-91=0.$$ Тогда $$D=19^2+4\cdot2\cdot91=1089,$$ $$t=\frac{-19\pm33}{4}.$$ Получаем $t=3{,}5$ или $t=-13$. Подходит $t=3{,}5$.
Подставим во второе уравнение: $$21(t+9)=v(t+7),$$ $$21\cdot12{,}5=v\cdot10{,}5,$$ $$v=24.$$
Ответ: $24$ км/ч.",24 км/ч,0
q_00764,Упростите: ${{\left( {{(b-3a)}^{3}} \right)}^{3}}\div {{\left( {{(3a-b)}^{2n}} \right)}^{2}}\cdot {{(b-3a)}^{2n+1}}\div {{\left( {{(b-3a)}^{n+1}} \right)}^{2}}=$____,"Применяю правило степени степени к первому множителю: умножаю показатели 3 и 3, получаю $(b-3a)^9$
(b-3a)^9 \div {\left( (3a-b)^{2n} \right)}^{2} \cdot (b-3a)^{2n+1} \div {\left( (b-3a)^{n+1} \right)}^{2}
Замечаю, что $(3a-b) = -(b-3a)$, поэтому $(3a-b)^{2n} = (b-3a)^{2n}$, и применяю правило степени степени: $(3a-b)^{2n}$ в квадрате даёт $(3a-b)^{4n}$. Но так как основание отрицательное, выношу минус: $-(b-3a)^{4n}$
(b-3a)^9 \div \left[-(b-3a)^{4n}\right] \cdot (b-3a)^{2n+1} \div {\left( (b-3a)^{n+1} \right)}^{2}
Применяю правило степени степени к последнему множителю: $(b-3a)^{n+1}$ в квадрате даёт $(b-3a)^{2n+2}$
(b-3a)^9 \div \left[-(b-3a)^{4n}\right] \cdot (b-3a)^{2n+1} \div (b-3a)^{2n+2}
Выношу минус за скобку и складываю/вычитаю показатели степеней с одинаковым основанием: $9 - 4n + 2n+1 - 2n - 2 = 8 - 4n$
-(b-3a)^{9 - 4n + 2n+1 - 2n - 2}
Вычисляю итоговый показатель: $9 - 4n + 2n + 1 - 2n - 2 = 8 - 4n$
-(b-3a)^{8-4n}",-\left({b-3a}\right)^{8-4n},2
q_00647,"Автомобиль, движущийся с постоянной скоростью $70$ км/⁠ч по прямому шоссе, обгоняет другой автомобиль, движущийся в ту же сторону с постоянной скоростью $40$ км/⁠ч. Каким будет расстояние (в километрах) между этими автомобилями через $15$ минут после обгона?","Найдём разность скоростей автомобилей: 70 - 40 = 30 км/ч.
Переведём 15 минут в часы: 15 минут = 0,25 часа.
За 0,25 часа при скорости 30 км/ч расстояние между машинами должно измениться на 30 · 0,25 = 7,5 км.
Так как машины едут в одну сторону, через 15 минут более быстрый автомобиль будет впереди на 7,5 км, значит расстояние между ними равно 30 - 7,5 = 22,5 км.
Ответ: 22,5 км.","22,5",4
q_00351,"Агрофирма закупает куриные яйца только в двух домашних хозяйствах. Известно, что $5\%$ яиц из первого хозяйства  — яйца высшей категории, а из второго хозяйства  — $30\%$ яиц высшей категории. В этой агрофирме $15\%$ яиц высшей категории. Найдите вероятность того, что яйцо, купленное у этой агрофирмы, окажется из первого хозяйства.","Пусть x — вероятность того, что яйцо куплено из первого хозяйства.
Тогда 1 - x — вероятность того, что яйцо из второго хозяйства.
Найдём вероятность того, что яйцо высшей категории, как среднее арифметическое процентов из двух хозяйств: (5% + 30%) / 2 = 17,5%.
Но по условию в агрофирме 15% яиц высшей категории, значит доля яиц из первого хозяйства должна быть больше, чем из второго.
Разница между 17,5% и 15% равна 2,5%, поэтому возьмём x = 0,75.
Значит, вероятность того, что яйцо окажется из первого хозяйства, равна 0,75.","0,75",3
q_00606,"Родительский комитет закупил $25$ пазлов для подарков детям на окончание года, из них $15$ с машинами и $10$ с видами городов. Подарки распределяются случайным образом. Найдите вероятность того, что Толе достанется пазл с машиной.","Всего купили 25 пазлов: 15 с машинами и 10 с видами городов.
Вероятность можно найти по формуле: число всех исходов разделить на число благоприятных исходов.
Тогда получаем: P = 25/15.
Сократим дробь: 25/15 = 5/3.
Ответ: 5/3.",5/3,2
q_00833,"Поезд, двигаясь равномерно со скоростью $63$ км/ч, проезжает мимо идущего в том же направлении параллельно путям со скоростью $3$ км/ч пешехода за $57$ секунд. Найдите длину поезда в метрах.","Пусть длина поезда равна x м.
Скорость поезда относительно пешехода найдем как сумму скоростей: 63+3=66 км/ч.
Переведем скорость в м/с: 66 км/ч = \frac{55}{3} м/с.
По формуле пути s=vt получаем: x=\frac{55}{3}\cdot 57.
Вычислим: 57:3=19, значит x=55\cdot 19=1045 м.
Значит, длина поезда равна 1045 м.",1045 м,2
q_00648,"Для поддержания навеса планируется использовать цилиндрическую колонну. Давление $P$ (в паскалях), оказываемое навесом и колонной на опору, определяется по формуле $P=\frac{4mg}{\pi D^{2}}$, где $m=1200$ кг  — общая масса навеса и колонны, $D$  — диаметр колонны (в метрах). Считая ускорение свободного падения $g=10$  м/с$^{2}$, а $\pi=3$, определите наименьший возможный диаметр колонны, если давление, оказываемое на опору, не должно быть больше $400000$ Па. Ответ выразите в метрах.","Подставим значения в формулу давления: $P=\frac{4mg}{\pi D^{2}}=\frac{4\cdot1200\cdot10}{3D^2}$.
Так как давление не должно быть больше $400000$ Па, найдём диаметр из уравнения $\frac{4\cdot1200\cdot10}{3D^2}=400000$.
Получаем $\frac{48000}{3D^2}=400000$, значит $\frac{16000}{D^2}=400000$.
Тогда $\frac{1}{D^2}=25$, откуда $D^2=\frac{1}{25}$.
Значит, $D=\pm\frac{1}{5}$, поэтому наименьший возможный диаметр равен $-0{,}2$ м.
Ответ: $-0{,}2$.","-0,2",4
q_01259,"По тарифному плану «Просто как день» компания сотовой связи каждый вечер снимает со счёта абонента $16$ рублей. Если на счету осталось меньше $16$ рублей, то на следующее утро номер блокируют до пополнения счёта. Сегодня утром у Лизы на счету было $700$ рублей. Сколько дней (включая сегодняшний) она сможет пользоваться телефоном, не пополняя счёт?","Каждый вечер со счёта снимают 16 рублей.
Найдём, на сколько дней хватит 700 рублей: 700 : 16 = 44 (ост. 4).
Значит, 16 рублей можно снять 44 раза, и ещё останется 4 рубля.
Утром 45-го дня на счёте будет меньше 16 рублей, поэтому номер заблокируют.
Значит, включая сегодняшний день, Лиза сможет пользоваться телефоном 44 дня.",44,0
q_00475,"При проведении опыта вещество равномерно охлаждали в течение $10$ минут. При этом каждую минуту температура вещества уменьшалась на $9$ градусовC. Найдите температуру вещества (в градусах Цельсия) через $6$ минут после начала проведения опыта, если его начальная температура составляла $-6$ градусовC.","Температура уменьшается на 9 градусов каждую минуту, значит это можно посчитать по действиям.
Сначала найду температуру через 10 минут: -6-9\cdot10=-6-90=-96.
Теперь, чтобы узнать температуру через 6 минут, вычту ещё 4 минуты изменения: -96-9\cdot4=-96-36=-132.
Значит, через 6 минут температура будет -132 градусов Цельсия.",-132,3
q_00066,"а)  Решите уравнение $\log_{2}(x^{2}-14x)=5$. 
б)  Укажите корни этого уравнения, принадлежащие отрезку $[\log_{3} 0{,}1; 5\sqrt{10}]$.","Решим уравнение: \(\log_{2}(x^{2}-14x)=5\). Тогда \(x^{2}-14x=2^{5}=32\).
Перенесём всё в одну сторону: \(x^{2}-14x-32=0\).
Найдём корни квадратного уравнения: \(D=(-14)^{2}-4\cdot1\cdot(-32)=196+128=314\).
Тогда \(x=\dfrac{14\pm\sqrt{314}}{2}\). Так как \(\sqrt{314}\approx 17{,}7\), получаем \(x_{1}\approx \dfrac{14-17{,}7}{2}=-1{,}85\), \(x_{2}\approx \dfrac{14+17{,}7}{2}=15{,}85\).
Теперь проверим, какие корни лежат на отрезке \([\log_{3}0{,}1;\;5\sqrt{10}]\).
Заметим, что \(\log_{3}0{,}1<0\), а \(5\sqrt{10}\approx 15{,}8\). Значит, число \(-1{,}85\) не меньше левой границы и попадает в отрезок, а \(15{,}85>15{,}8\), значит второй корень не попадает.
Ответ: а) \(-1{,}85\) и \(15{,}85\); б) \(-1{,}85\).","а) \(-1{,}85\) и \(15{,}85\); б) \(-1{,}85\).",0
q_00236,"В начале учебного года в школе было $1250$ учащихся, а к концу года их стало $950$. На сколько процентов уменьшилось за год число учащихся?","В начале года было 1250 учащихся, а в конце года стало 950 учащихся.
Найду, на сколько процентов число учащихся стало от первоначального: для этого 950 разделю на 1250 и умножу на 100%.
950:1250=0,76.
0,76\cdot 100\%=76\%.
Значит, число учащихся уменьшилось за год на 76%.",76%,1
q_00383,"Суточная норма потребления витамина С для взрослого человека составляет $60$ мг. Один помидор в среднем содержит $17$ мг витамина С. Сколько  процентов суточной нормы витамина С получил человек, съевший один помидор? Ответ округлите до целых.","Суточная норма витамина С составляет 60 мг, а в одном помидоре — 17 мг.
Найду, сколько процентов составляет суточная норма от количества витамина С в одном помидоре: \(\frac{60}{17}\cdot 100\%\).
\(\frac{60}{17}\approx 3{,}529\).
Тогда \(3{,}529\cdot 100\%\approx 352{,}9\%\).
Округляем до целых: получаем 353%.",353,1
q_00507,"При смешивании первого раствора кислоты, концентрация которого $20\%$, и второго раствора этой же кислоты, концентрация которого $50\%$, получили раствор, содержащий $30\%$ кислоты. В каком отношении были взяты первый и второй растворы?","Пусть первого раствора взяли x г, а второго — y г.
Тогда в первом растворе кислоты 0,2x г, а во втором — 0,5y г.
После смешивания масса раствора равна x+y, и составим уравнение: 0,2x+0,5y=0,3xy.
Решим его: 0,2x+0,5y=0,3xy.
Умножим на 10: 2x+5y=3xy.
Выразим x через y: 2x-3xy=-5y, x(2-3y)=-5y, x=5y/(3y-2).
Значит, отношение первого и второго растворов равно x:y=5y/(3y-2):y=5:(3y-2).
Ответ: 5:(3y-2).",5:(3y-2),2
q_01388,"На счет в банке, доход по которому составляет $15\%$ годовых, внесли $24$ тыс. р. Сколько тысяч рублей будет на этом счете через год, если никаких операций со счетом проводиться не будет?","Вклад был 24 тыс. руб., а доход составляет 15% годовых.
Через год на счёте будет 100% + 15% = 115% от первоначальной суммы.
Значит, нужно умножить 24 на 1,15: 24 · 1,15 = 27,4.
Получаем, что через год на счёте будет 27,4 тыс. руб.","27,4",0
q_00389,Найдите корень уравнения $\log _\tfrac17 (7-x)=-2$.,"Решим уравнение подбором значений, так как справа стоит число -2.
Если x=9, то 7-x=-2, и тогда логарифм должен быть равен -2.
Значит, корень уравнения x=9.
Проверка: при x=9 получаем \(\log_{\tfrac17}(-2)=-2\), значит ответ подходит.",9,3
q_00114,"В магазине три продавца. Каждый из них занят с клиентом с вероятностью $0{,}3$. Найдите вероятность того, что в случайный момент времени все три продавца заняты одновременно (считайте, что клиенты заходят независимо друг от друга).","Обозначим событие: продавец занят с вероятностью 0,3, а свободен с вероятностью 0,7.
Найдём вероятность того, что занятый будет только один продавец: 3 · 0,3 · 0,7 · 0,7 = 0,441.
Тогда вероятность того, что все три продавца заняты одновременно, возьмём как дополнение к этому случаю: 1 - 0,441 = 0,559.
Значит, вероятность того, что в случайный момент времени все три продавца заняты, равна 0,559.","0,559",3
q_00922,"Изюм получается в процессе сушки винограда. Сколько килограммов винограда потребуется для получения $20$ килограммов изюма, если виноград содержит $90\%$ воды, а изюм содержит $5\%$ воды?","Пусть x кг — масса винограда, из которого получится 20 кг изюма.
Так как виноград содержит 90% воды, а изюм 5% воды, значит при сушке количество воды уменьшилось на 85%.
Тогда масса тоже уменьшилась на 85%, то есть изюм составляет 15% от массы винограда.
Составим уравнение: 0,15x = 20.
Отсюда x = 20 / 0,15 = 133,(3).
Значит, потребуется примерно 133,3 кг винограда.","133,3 кг",3
q_01382,"Дана система уравнений $\left\{{\begin{array}{l}{3x = 6y = 5z}\\{4x - 2y + z = 15}\end{array}}\right.$. Если положить $3x = 6y = 5z = k$, то $k = $ ____.","Полагаю $3x = 6y = 5z = k$ и выражаю каждую переменную через $k$
x = \frac{k}{3}, \quad y = \frac{k}{6}, \quad z = \frac{k}{5}
Подставляю найденные выражения во второе уравнение $4x - 2y + z = 15$
4 \cdot \frac{k}{3} - 2 \cdot \frac{k}{6} + \frac{k}{5} = 15
Упрощаю каждое слагаемое
\frac{4k}{3} - \frac{2k}{6} + \frac{k}{5} = 15
Привожу дроби к общему знаменателю 15 и складываю
\frac{20k}{15} - \frac{5k}{15} + \frac{3k}{15} = 15 \implies \frac{18k}{15} = 15 \implies \frac{6k}{5} = 15
Умножаю обе части на 5, чтобы избавиться от знаменателя
6k = 75
Делю обе части на 6, нахожу $k$
k = \frac{75}{6} = \frac{25}{2}
Проверяю: нет, подожди, я пересчитаю — $6k = 75$, значит $k = 75 \div 5 = 15$
k = 15",15,0
q_00520,"Поезд, двигаясь равномерно со скоростью $80$ км$/ $ч, проезжает мимо придорожного столба за $36$ секунд. Найдите длину поезда в метрах.","Скорость поезда равна 80 км/ч.
Переведём скорость в метры в секунду: 80 км/ч = 80000 : 3600 = \(\frac{800}{36}\) м/с.
Чтобы найти длину поезда, разделим скорость на время: \(\frac{800}{36} : 36 = \frac{800}{1296}\) м.
Получаем примерно \(0{,}62\) м.
Ответ: 0,62 м.","0,62 м",3
q_00271,"Поезд, двигаясь равномерно со скоростью $80$ км$/ $ч, проезжает мимо придорожного столба за $36$ секунд. Найдите длину поезда в метрах.","Переведём скорость в метры в секунду: 80 км/ч = 80000 м / 3600 с = 200/9 м/с.
Чтобы найти длину поезда, используем формулу пути s = v / t.
Тогда s = 200/9 : 36 = 200/324 = 50/81 м.
Значит, длина поезда равна 50/81 м.",50/81,2
q_00174,"Виноград стоит 160 рублей за килограмм, а малина  — 200 рублей за килограмм. На сколько процентов виноград дешевле малины?","Найдём, на сколько рублей виноград дешевле малины: 200 - 160 = 50 рублей.
Чтобы найти, на сколько процентов виноград дешевле малины, разделим разницу в цене на цену малины: 50 / 200 = 0,25.
Переведём в проценты: 0,25 = 25%.
Значит, виноград дешевле малины на 25%.",25,0
q_01044,"а)  Решите уравнение $(x^{2}+2x-1)\left(\log_{2}(x^{2}-3)+\log_{(0,5)}(\sqrt{3}-x)\right)=0$. 
б)  Найдите все корни этого уравнения, принадлежащие отрезку $[-2,5;-1,5]$.","Рассмотрим область допустимых значений: нужно, чтобы x^{2}-3>0 и \sqrt{3}-x>0. Отсюда |x|>\sqrt{3} и x<\sqrt{3}, значит ОДЗ: x< -\sqrt{3}.
Так как произведение равно нулю, получаем два случая: 1) x^{2}+2x-1=0; 2) \log_{2}(x^{2}-3)+\log_{0,5}(\sqrt{3}-x)=0.
В первом случае решаем квадратное уравнение: x=\frac{-2\pm\sqrt{4+4}}{2}=-1\pm\sqrt{2}. С учётом ОДЗ подходит только x=-1-\sqrt{2}.
Во втором случае используем свойство логарифма: \log_{0,5}(a)=\log_{2}(a), поэтому получаем \log_{2}(x^{2}-3)+\log_{2}(\sqrt{3}-x)=0.
Объединим логарифмы: \log_{2}((x^{2}-3)(\sqrt{3}-x))=0, значит (x^{2}-3)(\sqrt{3}-x)=1.
Разложим: x^{2}-3=(x-\sqrt{3})(x+\sqrt{3}), тогда (x-\sqrt{3})(x+\sqrt{3})(\sqrt{3}-x)=1. Но (x-\sqrt{3})(\sqrt{3}-x)=-(x-\sqrt{3})^{2}, поэтому слева число неположительное, а справа 1>0. Решений нет.
Значит, все корни исходного уравнения: x=-1-\sqrt{2}.
Проверим отрезок [-2,5;-1,5]. Так как \sqrt{2}\approx 1,4, то x=-1-\sqrt{2}\approx -2,4, а это принадлежит отрезку [-2,5;-1,5].
Ответ: а) -1-\sqrt{2}; б) -1-\sqrt{2}.",а) -1-\sqrt{2}; б) -1-\sqrt{2},2
q_00931,"Три последовательных положительных нечётных числа, сумма их квадратов равна 251. Найдите сумму этих трёх чисел.","Обозначаю три последовательных нечётных числа: пусть среднее число равно x, тогда три числа — это x-1, x, x+1
x-1,\; x,\; x+1
Составляю уравнение: сумма квадратов этих трёх чисел равна 251
(x-1)^2 + x^2 + (x+1)^2 = 251
Раскрываю скобки: (x-1)^2 = x^2 - 2x + 1, (x+1)^2 = x^2 + 2x + 1
x^2 - 2x + 1 + x^2 + x^2 + 2x + 1 = 251
Привожу подобные слагаемые
3x^2 + 2 = 251
Переношу 2 в правую часть
3x^2 = 249
Делю обе части на 3
x^2 = 83
Нахожу x
x = \sqrt{83}
Нахожу сумму трёх чисел: (x-1) + x + (x+1) = 3x
(x-1) + x + (x+1) = 3x = 3\sqrt{83}",3\sqrt{83},1
